學校代碼,學校名稱,科系代碼,科系名稱,日間∕進修別,等級別,一年級男生,一年級女生,二年級男生,二年級女生,三年級男生,三年級女生,四年級男生,四年級女生,五年級男生,五年級女生,六年級男生,六年級女生,七年級男生,七年級女生,延修生男生,延修生女生,縣市名稱,體系別
1018,朝陽科技大學,04123011,保險金融管理系,D 日,B 四技,49,112,52,107,53,91,57,102,-,-,-,-,-,-,15,6,06 臺中市,2 技職
1018,朝陽科技大學,04123011,保險金融管理系(陸生二技),D 日,C 二技,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,06 臺中市,2 技職
1018,朝陽科技大學,04123011,保險金融管理系,N 職,M 碩士,10,3,3,4,4,2,-,-,-,-,-,-,-,-,-,-,06 臺中市,2 技職
1018,朝陽科技大學,04131008,企業管理系台灣產業策略發展博士班,D 日,D 博士,6,2,8,-,7,1,3,2,5,-,2,-,1,-,-,-,06 臺中市,2 技職
1018,朝陽科技大學,04131008,企業管理系,D 日,M 碩士,6,13,6,12,8,11,-,-,-,-,-,-,-,-,-,-,06 臺中市,2 技職
1018,朝陽科技大學,04131008,企業管理系,D 日,B 四技,51,119,39,131,49,127,56,118,-,-,-,-,-,-,10,15,06 臺中市,2 技職
1018,朝陽科技大學,04131008,企業管理系(陸生二技),D 日,C 二技,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,06 臺中市,2 技職
1018,朝陽科技大學,04131008,企業管理系,N 職,M 碩士,17,9,12,7,18,11,-,-,-,-,-,-,-,-,-,-,06 臺中市,2 技職
1018,朝陽科技大學,04131008,企業管理系高階產業經營碩士在職專班,N 職,M 碩士,12,3,8,6,9,3,-,-,-,-,-,-,-,-,-,-,06 臺中市,2 技職
1018,朝陽科技大學,04131008,企業管理系,N 修,B 四技,35,23,46,16,26,18,24,18,-,-,-,-,-,-,10,7,06 臺中市,2 技職
1018,朝陽科技大學,04132012,行銷與流通管理系,D 日,M 碩士,3,7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,06 臺中市,2 技職
1018,朝陽科技大學,04132012,行銷與流通管理系,D 日,B 四技,25,98,40,103,23,117,37,109,-,-,-,-,-,-,4,4,06 臺中市,2 技職
1018,朝陽科技大學,04132012,行銷與流通管理系(陸生二技),D 日,C 二技,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,06 臺中市,2 技職
1018,朝陽科技大學,04132012,行銷與流通管理系,N 修,B 四技,67,51,76,60,63,64,43,41,-,-,-,-,-,-,11,6,06 臺中市,2 技職
1018,朝陽科技大學,04199014,銀髮產業管理系,D 日,B 四技,26,76,25,93,32,74,25,90,-,-,-,-,-,-,3,4,06 臺中市,2 技職
1018,朝陽科技大學,04199014,銀髮產業管理系,N 修,B 四技,-,-,-,-,2,9,10,18,-,-,-,-,-,-,2,2,06 臺中市,2 技職
1018,朝陽科技大學,05121017,應用化學系生化科技博士班,D 日,D 博士,2,-,3,-,-,1,-,1,-,-,-,-,-,-,-,-,06 臺中市,2 技職
1018,朝陽科技大學,05121017,應用化學系生化科技碩士班,D 日,M 碩士,2,-,4,-,3,-,-,-,-,-,-,-,-,-,-,-,06 臺中市,2 技職
1018,朝陽科技大學,05311017,應用化學系,D 日,M 碩士,1,1,6,1,5,-,-,-,-,-,-,-,-,-,-,-,06 臺中市,2 技職
1018,朝陽科技大學,05311017,應用化學系,D 日,B 四技,37,17,52,27,57,28,59,23,-,-,-,-,-,-,17,2,06 臺中市,2 技職
1018,朝陽科技大學,05311017,應用化學系,N 職,M 碩士,5,-,-,1,3,6,-,-,-,-,-,-,-,-,-,-,06 臺中市,2 技職
1018,朝陽科技大學,06131019,資訊管理系,D 日,D 博士,2,1,4,1,3,1,2,-,-,-,-,1,1,-,-,-,06 臺中市,2 技職
1018,朝陽科技大學,06131019,資訊管理系,D 日,M 碩士,18,6,18,4,11,4,-,-,-,-,-,-,-,-,-,-,06 臺中市,2 技職
1018,朝陽科技大學,06131019,資訊管理系,D 日,B 四技,95,75,104,59,107,48,97,45,-,-,-,-,-,-,4,1,06 臺中市,2 技職
1018,朝陽科技大學,06131019,資訊管理系(陸生二技),D 日,C 二技,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,06 臺中市,2 技職
1018,朝陽科技大學,06131019,資訊管理系,N 職,M 碩士,2,-,3,2,6,-,-,-,-,-,-,-,-,-,-,-,06 臺中市,2 技職
1018,朝陽科技大學,06131019,資訊管理系,N 修,B 四技,20,19,25,11,31,7,23,6,-,-,-,-,-,-,2,1,06 臺中市,2 技職
1018,朝陽科技大學,07121027,環境工程與管理系,D 日,M 碩士,8,7,17,4,-,-,-,-,-,-,-,-,-,-,-,-,06 臺中市,2 技職
1018,朝陽科技大學,07121027,環境工程與管理系,D 日,B 四技,70,30,81,31,74,24,64,24,-,-,-,-,-,-,9,1,06 臺中市,2 技職
1018,朝陽科技大學,07121027,環境工程與管理系,N 職,M 碩士,2,-,9,-,5,2,-,-,-,-,-,-,-,-,-,-,06 臺中市,2 技職
1018,朝陽科技大學,07141020,資訊工程系,D 日,M 碩士,11,-,15,-,9,1,-,-,-,-,-,-,-,-,-,-,06 臺中市,2 技職
1018,朝陽科技大學,07141020,資訊工程系,D 日,B 四技,111,4,110,5,116,5,103,6,-,-,-,-,-,-,31,-,06 臺中市,2 技職
1018,朝陽科技大學,07141020,資訊工程系(陸生二技),D 日,C 二技,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,06 臺中市,2 技職
1018,朝陽科技大學,07141020,資訊工程系,N 職,M 碩士,1,-,6,2,2,-,-,-,-,-,-,-,-,-,-,-,06 臺中市,2 技職
1018,朝陽科技大學,07141020,資訊工程系,N 修,B 四技,27,1,39,3,17,1,13,3,-,-,-,-,-,-,14,-,06 臺中市,2 技職
1018,朝陽科技大學,07141023,資訊與通訊系,D 日,M 碩士,19,-,18,-,8,-,-,-,-,-,-,-,-,-,-,-,06 臺中市,2 技職
1018,朝陽科技大學,07141023,資訊與通訊系,D 日,B 四技,102,8,104,3,106,4,101,16,-,-,-,-,-,-,16,1,06 臺中市,2 技職
1018,朝陽科技大學,07141023,資訊與通訊系,N 修,B 四技,-,-,-,-,16,1,14,3,-,-,-,-,-,-,5,-,06 臺中市,2 技職
1018,朝陽科技大學,07191026,工業工程與管理系,D 日,M 碩士,15,4,10,1,4,6,-,-,-,-,-,-,-,-,-,-,06 臺中市,2 技職
1018,朝陽科技大學,07191026,工業工程與管理系,D 日,B 四技,77,22,87,22,85,25,81,23,-,-,-,-,-,-,6,-,06 臺中市,2 技職
1018,朝陽科技大學,07191026,工業工程與管理系(陸生二技),D 日,C 二技,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,06 臺中市,2 技職
1018,朝陽科技大學,07191026,工業工程與管理系,N 職,M 碩士,2,-,6,6,7,6,-,-,-,-,-,-,-,-,-,-,06 臺中市,2 技職
1018,朝陽科技大學,07191026,工業工程與管理系,N 修,B 四技,76,3,61,3,42,2,35,2,-,-,-,-,-,-,11,1,06 臺中市,2 技職
1018,朝陽科技大學,07191A01,工業工程與管理系,N 修,B 四技,-,-,1,-,32,1,-,-,-,-,-,-,-,-,-,-,06 臺中市,2 技職
1018,朝陽科技大學,07311028,建築系建築及都市設計博士班,D 日,D 博士,4,-,2,1,2,1,4,-,2,1,1,-,2,1,-,-,06 臺中市,2 技職
1018,朝陽科技大學,07311028,建築系建築及都市設計碩士班,D 日,M 碩士,7,2,7,4,6,1,-,-,-,-,-,-,-,-,-,-,06 臺中市,2 技職
1018,朝陽科技大學,07311028,建築系,D 日,B 四技,50,72,37,78,40,80,43,83,-,-,-,-,-,-,12,19,06 臺中市,2 技職
1018,朝陽科技大學,07311028,建築系(陸生二技),D 日,C 二技,-,-,-,-,-,1,1,2,-,-,-,-,-,-,-,-,06 臺中市,2 技職
1018,朝陽科技大學,07312031,景觀及都市設計系,D 日,M 碩士,3,4,3,5,1,3,-,-,-,-,-,-,-,-,-,-,06 臺中市,2 技職
1018,朝陽科技大學,07312031,景觀及都市設計系,D 日,B 四技,34,47,21,36,16,26,14,42,-,-,-,-,-,-,3,2,06 臺中市,2 技職
1018,朝陽科技大學,07312031,景觀及都市設計系(陸生二技),D 日,C 二技,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,06 臺中市,2 技職
1018,朝陽科技大學,07321025,營建工程系,D 日,D 博士,1,1,1,-,1,-,1,-,-,-,2,1,-,1,-,-,06 臺中市,2 技職
1018,朝陽科技大學,07321025,營建工程系,D 日,M 碩士,5,7,14,6,6,2,-,-,-,-,-,-,-,-,-,-,06 臺中市,2 技職
1018,朝陽科技大學,07321025,營建工程系,D 日,B 四技,94,30,91,33,86,35,84,37,-,-,-,-,-,-,8,2,06 臺中市,2 技職
1018,朝陽科技大學,07321025,營建工程系(陸生二技),D 日,C 二技,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,06 臺中市,2 技職
1018,朝陽科技大學,07321025,營建工程系,N 職,M 碩士,10,-,5,-,4,1,-,-,-,-,-,-,-,-,-,-,06 臺中市,2 技職
1018,朝陽科技大學,09221035,幼兒保育系,D 日,M 碩士,-,8,-,10,4,19,-,-,-,-,-,-,-,-,-,-,06 臺中市,2 技職
1018,朝陽科技大學,09221035,幼兒保育系,D 日,B 四技,3,113,2,111,4,120,3,116,-,-,-,-,-,-,1,11,06 臺中市,2 技職
1018,朝陽科技大學,09221035,幼兒保育系,N 職,M 碩士,1,14,2,8,4,46,-,-,-,-,-,-,-,-,-,-,06 臺中市,2 技職
1018,朝陽科技大學,09221035,幼兒保育系,N 修,B 四技,4,45,-,33,2,29,3,19,-,-,-,-,-,-,2,14,06 臺中市,2 技職
1018,朝陽科技大學,09231034,社會工作系,D 日,M 碩士,1,7,1,3,11,13,-,-,-,-,-,-,-,-,-,-,06 臺中市,2 技職
1018,朝陽科技大學,09231034,社會工作系,D 日,B 四技,25,86,26,95,11,105,19,98,-,-,-,-,-,-,6,5,06 臺中市,2 技職
1018,朝陽科技大學,09231034,社會工作系,N 職,M 碩士,1,-,-,2,3,8,-,-,-,-,-,-,-,-,-,-,06 臺中市,2 技職
1018,朝陽科技大學,09231034,社會工作系,N 修,B 四技,12,40,4,32,6,22,9,12,-,-,-,-,-,-,1,8,06 臺中市,2 技職
1018,朝陽科技大學,10152036,休閒事業管理系,D 日,M 碩士,10,5,11,12,4,4,-,-,-,-,-,-,-,-,-,-,06 臺中市,2 技職
1018,朝陽科技大學,10152036,休閒事業管理系,D 日,B 四技,34,66,23,91,21,94,63,131,-,-,-,-,-,-,9,8,06 臺中市,2 技職
1018,朝陽科技大學,10152036,休閒事業管理系,N 職,M 碩士,15,11,11,14,8,8,-,-,-,-,-,-,-,-,-,-,06 臺中市,2 技職
1018,朝陽科技大學,10152036,休閒事業管理系,N 修,B 四技,71,95,69,81,59,94,59,95,-,-,-,-,-,-,14,6,06 臺中市,2 技職
1019,高雄醫學大學,03131002,心理學系,D 日,M 碩士,2,21,6,14,3,10,2,10,-,-,-,-,-,-,-,-,50 高雄市,1 一般
1019,高雄醫學大學,03131002,心理學系,D 日,B 學士,16,30,15,37,17,44,20,33,-,-,-,-,-,-,1,3,50 高雄市,1 一般
1019,高雄醫學大學,03141001,性別研究所,D 日,M 碩士,1,9,1,9,-,8,2,1,-,1,-,-,-,-,-,-,50 高雄市,1 一般
1019,高雄醫學大學,04133003,醫務管理暨醫療資訊學系,D 日,M 碩士,4,8,5,6,-,-,-,-,-,-,-,-,-,-,-,-,50 高雄市,1 一般
1019,高雄醫學大學,04133003,醫務管理暨醫療資訊學系,D 日,B 學士,21,39,18,37,16,35,17,35,-,-,-,-,-,-,2,1,50 高雄市,1 一般
1019,高雄醫學大學,04133003,醫務管理暨醫療資訊學系,N 職,M 碩士,5,23,2,22,-,-,-,-,-,-,-,-,-,-,-,-,50 高雄市,1 一般
1019,高雄醫學大學,05121005,生物科技學系,D 日,M 碩士,4,3,3,3,-,1,-,-,-,-,-,-,-,-,-,-,50 高雄市,1 一般
1019,高雄醫學大學,05121005,生物科技學系,D 日,B 學士,26,19,25,22,24,14,9,18,-,-,-,-,-,-,1,3,50 高雄市,1 一般
1019,高雄醫學大學,05121C01,生技醫藥產業研發碩士學位學程,D 日,M 碩士,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,50 高雄市,1 一般
1019,高雄醫學大學,05123016,生物醫學暨環境生物學系,D 日,M 碩士,3,4,3,1,1,-,-,-,-,-,-,-,-,-,-,-,50 高雄市,1 一般
1019,高雄醫學大學,05123016,生物醫學暨環境生物學系,D 日,B 學士,23,28,20,23,19,24,10,17,-,-,-,-,-,-,6,2,50 高雄市,1 一般
1019,高雄醫學大學,05311017,醫藥暨應用化學系,D 日,D 博士,7,2,4,2,8,-,3,-,2,-,1,-,-,1,-,-,50 高雄市,1 一般
1019,高雄醫學大學,05311017,醫藥暨應用化學系,D 日,M 碩士,10,4,5,8,1,-,-,-,-,-,-,-,-,-,-,-,50 高雄市,1 一般
1019,高雄醫學大學,05311017,醫藥暨應用化學系,D 日,B 學士,51,45,44,42,41,38,42,41,-,-,-,-,-,-,7,1,50 高雄市,1 一般
1019,高雄醫學大學,07193041,生物醫學工程博士學位學程,D 日,D 博士,2,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,50 高雄市,1 一般
1019,高雄醫學大學,09111044,牙醫學系,D 日,D 博士,1,3,1,1,3,2,1,-,3,-,3,1,1,-,-,-,50 高雄市,1 一般
1019,高雄醫學大學,09111044,牙醫學系,D 日,M 碩士,3,5,4,4,3,3,-,-,-,-,-,-,-,-,-,-,50 高雄市,1 一般
1019,高雄醫學大學,09111044,牙醫學系,D 日,B 學士,46,34,55,40,53,45,53,40,55,41,54,37,-,-,1,-,50 高雄市,1 一般
1019,高雄醫學大學,09111044,牙醫學系,N 職,M 碩士,5,1,3,3,-,-,-,-,-,-,-,-,-,-,-,-,50 高雄市,1 一般
1019,高雄醫學大學,09111046,口腔衛生學系,D 日,M 碩士,1,3,4,1,-,-,-,-,-,-,-,-,-,-,-,-,50 高雄市,1 一般
1019,高雄醫學大學,09111046,口腔衛生學系,D 日,B 學士,12,25,4,23,9,19,9,17,-,-,-,-,-,-,1,1,50 高雄市,1 一般
1019,高雄醫學大學,09111046,口腔衛生學系,N 職,M 碩士,3,10,3,7,1,4,-,-,1,-,-,-,-,-,-,-,50 高雄市,1 一般
1019,高雄醫學大學,09121011,醫學研究所,D 日,D 博士,3,3,8,7,4,5,11,6,4,10,7,4,11,1,-,-,50 高雄市,1 一般
1019,高雄醫學大學,09121011,醫學研究所,D 日,M 碩士,18,28,12,14,3,2,-,2,-,-,-,-,-,-,-,-,50 高雄市,1 一般
1019,高雄醫學大學,09121011,醫學系（含學士後醫學系）,D 日,B 學士,86,57,95,60,95,62,98,50,109,42,101,50,106,45,2,-,50 高雄市,1 一般
1019,高雄醫學大學,09121011,醫學系（含學士後醫學系）學士後醫學系,D 日,B 學士,44,22,30,24,32,21,33,22,30,26,-,-,-,-,-,-,50 高雄市,1 一般
1019,高雄醫學大學,09121018,臨床醫學研究所,D 日,D 博士,6,2,7,4,6,5,-,3,2,-,1,-,2,-,-,-,50 高雄市,1 一般
1019,高雄醫學大學,09121018,臨床醫學研究所,D 日,M 碩士,9,4,8,2,7,-,1,-,-,-,-,-,-,-,-,-,50 高雄市,1 一般
1019,高雄醫學大學,09121019,熱帶醫學碩士學位學程,D 日,M 碩士,3,4,-,2,-,-,-,-,-,-,-,-,-,-,-,-,50 高雄市,1 一般
1019,高雄醫學大學,09121020,轉譯醫學博士學位學程,D 日,D 博士,-,-,1,1,1,-,-,-,1,1,-,1,-,1,-,-,50 高雄市,1 一般
1019,高雄醫學大學,09131032,護理學系,D 日,D 博士,1,12,-,7,-,12,-,6,-,2,1,10,-,3,-,-,50 高雄市,1 一般
1019,高雄醫學大學,09131032,護理學系,D 日,M 碩士,1,27,4,22,1,13,1,11,-,-,-,-,-,-,-,-,50 高雄市,1 一般
1019,高雄醫學大學,09131032,護理學系,D 日,B 學士,12,50,19,50,15,63,16,63,-,-,-,-,-,-,5,3,50 高雄市,1 一般
1019,高雄醫學大學,09131035,腎臟照護學系,N 修,C 二技,-,-,-,-,-,13,-,15,1,16,-,-,-,-,-,-,50 高雄市,2 技職
1019,高雄醫學大學,09141036,醫學檢驗生物技術學系,D 日,D 博士,1,-,1,-,-,1,-,-,1,-,1,1,1,-,-,-,50 高雄市,1 一般
1019,高雄醫學大學,09141036,醫學檢驗生物技術學系,D 日,M 碩士,3,5,3,5,-,1,-,-,-,-,-,-,-,-,-,-,50 高雄市,1 一般
1019,高雄醫學大學,09141036,醫學檢驗生物技術學系,D 日,B 學士,15,30,21,36,12,33,10,42,-,-,-,-,-,-,2,1,50 高雄市,1 一般
1019,高雄醫學大學,09141037,醫學影像暨放射科學系,D 日,M 碩士,5,1,1,3,-,-,-,1,-,-,-,-,-,-,-,-,50 高雄市,1 一般
1019,高雄醫學大學,09141037,醫學影像暨放射科學系,D 日,B 學士,21,18,18,27,19,28,20,31,-,-,-,-,-,-,1,2,50 高雄市,1 一般
1019,高雄醫學大學,09141037,醫學影像暨放射科學系,N 職,M 碩士,7,6,6,8,-,-,-,-,-,-,-,-,-,-,-,-,50 高雄市,1 一般
1019,高雄醫學大學,09141B01,學士後醫學檢驗數據整合判讀學士學位學程,D 日,X 4+X,3,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,50 高雄市,1 一般
1019,高雄醫學大學,09151028,物理治療學系,D 日,M 碩士,5,2,1,4,2,-,-,-,-,-,-,-,-,-,-,-,50 高雄市,1 一般
1019,高雄醫學大學,09151028,物理治療學系,D 日,B 學士,14,23,15,21,16,22,25,21,-,-,-,-,-,-,3,2,50 高雄市,1 一般
1019,高雄醫學大學,09152029,職能治療學系,D 日,M 碩士,2,2,-,2,1,-,1,1,-,-,-,-,-,-,-,-,50 高雄市,1 一般
1019,高雄醫學大學,09152029,職能治療學系,D 日,B 學士,7,31,6,29,12,32,8,28,-,-,-,-,-,-,3,4,50 高雄市,1 一般
1019,高雄醫學大學,09152029,職能治療學系,N 職,M 碩士,-,1,-,5,1,4,1,1,-,-,-,-,-,-,-,-,50 高雄市,1 一般
1019,高雄醫學大學,09159030,運動醫學系,D 日,M 碩士,5,3,1,6,-,-,-,-,-,-,-,-,-,-,-,-,50 高雄市,1 一般
1019,高雄醫學大學,09159030,運動醫學系,D 日,B 學士,29,27,30,22,27,31,27,22,-,-,-,-,-,-,11,6,50 高雄市,1 一般
1019,高雄醫學大學,09159030,運動醫學系,N 職,M 碩士,10,8,4,13,9,3,7,-,-,-,-,-,-,-,-,-,50 高雄市,1 一般
1019,高雄醫學大學,09161024,藥學系,D 日,D 博士,6,1,4,3,2,-,1,2,1,-,1,2,3,-,-,-,50 高雄市,1 一般
1019,高雄醫學大學,09161024,藥學系,D 日,M 碩士,6,4,7,3,1,-,1,-,-,-,-,-,-,-,-,-,50 高雄市,1 一般
1019,高雄醫學大學,09161024,藥學系臨床藥學碩士班,D 日,M 碩士,5,5,1,7,-,-,-,-,-,-,-,-,-,-,-,-,50 高雄市,1 一般
1019,高雄醫學大學,09161024,藥學系,D 日,B 學士,40,53,39,58,34,57,54,51,-,-,-,-,-,-,8,7,50 高雄市,1 一般
1019,高雄醫學大學,09161024,藥學系,N 職,M 碩士,4,10,7,9,3,2,3,2,1,2,-,-,-,-,-,-,50 高雄市,1 一般
1019,高雄醫學大學,09161026,天然藥物研究所,D 日,D 博士,1,2,2,4,3,1,3,1,4,-,4,1,-,-,-,-,50 高雄市,1 一般
1019,高雄醫學大學,09161026,天然藥物研究所,D 日,M 碩士,5,7,4,7,1,-,-,-,-,-,-,-,-,-,-,-,50 高雄市,1 一般
1019,高雄醫學大學,09161027,香粧品學系,D 日,M 碩士,4,8,5,4,-,-,-,1,-,-,-,-,-,-,-,-,50 高雄市,1 一般
1019,高雄醫學大學,09161027,香粧品學系,D 日,B 學士,8,58,6,62,13,41,13,41,-,-,-,-,-,-,2,3,50 高雄市,1 一般
1019,高雄醫學大學,09161047,毒理學博士學位學程,D 日,D 博士,1,-,-,-,-,-,-,1,1,-,-,1,-,-,-,-,50 高雄市,1 一般
1019,高雄醫學大學,09191021,公共衛生學系,D 日,D 博士,1,2,1,1,2,2,1,-,1,1,1,-,2,3,-,-,50 高雄市,1 一般
1019,高雄醫學大學,09191021,公共衛生學系,D 日,M 碩士,6,13,5,10,2,3,-,-,-,-,-,-,-,-,-,-,50 高雄市,1 一般
1019,高雄醫學大學,09191021,公共衛生學系,D 日,B 學士,17,35,22,28,11,35,19,34,-,-,-,-,-,-,-,3,50 高雄市,1 一般
1019,高雄醫學大學,09191023,環境職業醫學博士學位學程,D 日,D 博士,1,-,1,-,-,-,2,-,2,-,-,-,-,-,-,-,50 高雄市,1 一般
1019,高雄醫學大學,09199033,呼吸治療學系,D 日,B 學士,16,24,16,37,19,21,12,25,-,-,-,-,-,-,-,4,50 高雄市,1 一般
1019,高雄醫學大學,09211048,高齡長期照護碩士學位學程,D 日,M 碩士,1,10,2,18,4,6,1,4,-,-,-,-,-,-,-,-,50 高雄市,1 一般
1019,高雄醫學大學,09231049,醫學社會學與社會工作學系,D 日,M 碩士,2,11,1,9,2,4,1,2,-,1,-,-,-,-,-,-,50 高雄市,1 一般
1019,高雄醫學大學,09231049,醫學社會學與社會工作學系,D 日,B 學士,14,40,11,35,7,33,8,44,-,-,-,-,-,-,1,3,50 高雄市,1 一般
1020,南華大學,01121001,幼兒教育學系,D 日,M 碩士,1,11,-,3,-,-,2,-,-,-,-,-,-,-,-,-,10 嘉義縣,1 一般
1020,南華大學,01121001,幼兒教育學系,D 日,B 學士,9,36,2,42,5,47,4,43,-,-,-,-,-,-,2,2,10 嘉義縣,1 一般
1020,南華大學,02111059,視覺藝術與設計學系,D 日,M 碩士,2,6,1,2,3,3,-,1,-,-,-,-,-,-,-,-,10 嘉義縣,1 一般
1020,南華大學,02111059,視覺藝術與設計學系,D 日,B 學士,9,20,6,17,21,22,9,25,-,-,-,-,-,-,6,2,10 嘉義縣,1 一般
1020,南華大學,02111059,視覺藝術與設計學系,N 職,M 碩士,-,-,-,-,-,-,-,2,-,1,-,-,-,-,-,-,10 嘉義縣,1 一般
1020,南華大學,02123015,創意產品設計學系,D 日,M 碩士,7,2,-,4,2,1,2,-,-,-,-,-,-,-,-,-,10 嘉義縣,1 一般
1020,南華大學,02123015,創意產品設計學系,D 日,B 學士,24,17,16,26,22,26,14,24,-,-,-,-,-,-,6,1,10 嘉義縣,1 一般
1020,南華大學,02123015,創意產品設計學系,P 進,B 學士,17,13,13,9,7,8,6,10,-,-,-,-,-,-,-,-,10 嘉義縣,1 一般
1020,南華大學,02151003,民族音樂學系,D 日,M 碩士,4,4,4,7,2,2,1,1,-,-,-,-,-,-,-,-,10 嘉義縣,1 一般
1020,南華大學,02151003,民族音樂學系,D 日,B 學士,17,25,5,18,12,22,8,12,-,-,-,-,-,-,3,3,10 嘉義縣,1 一般
1020,南華大學,02211010,宗教學研究所,D 日,M 碩士,5,17,1,10,3,12,1,4,1,-,-,-,-,-,-,-,10 嘉義縣,1 一般
1020,南華大學,02211010,宗教學研究所,N 職,M 碩士,6,8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,10 嘉義縣,1 一般
1020,南華大學,02231013,哲學與生命教育學系,D 日,B 學士,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,1,10 嘉義縣,1 一般
1020,南華大學,02299011,生死學系,D 日,M 碩士,11,11,6,11,3,9,9,7,-,-,-,-,-,-,-,-,10 嘉義縣,1 一般
1020,南華大學,02299011,生死學系哲學與生命教育碩士班,D 日,M 碩士,4,1,4,4,5,7,1,1,-,-,-,-,-,-,-,-,10 嘉義縣,1 一般
1020,南華大學,02299011,生死學系,D 日,B 學士,43,71,44,75,48,57,42,63,-,-,-,-,-,-,16,7,10 嘉義縣,1 一般
1020,南華大學,02299011,生死學系,N 職,M 碩士,11,13,7,22,6,13,2,8,2,9,-,-,-,-,-,-,10 嘉義縣,1 一般
1020,南華大學,02299011,生死學系哲學與生命教育碩士在職專班,N 職,M 碩士,3,2,4,4,3,2,1,4,4,3,-,-,-,-,-,-,10 嘉義縣,1 一般
1020,南華大學,02299011,生死學系,P 進,B 學士,16,22,10,14,17,15,15,14,-,-,-,-,-,-,5,-,10 嘉義縣,1 一般
1020,南華大學,02299C01,殯葬行銷管理產業碩士專班,D 日,M 碩士,-,-,4,3,-,-,-,-,-,-,-,-,-,-,-,-,10 嘉義縣,1 一般
1020,南華大學,02311008,外國語文學系,D 日,B 學士,19,25,12,28,14,29,11,33,-,-,-,-,-,-,2,3,10 嘉義縣,1 一般
1020,南華大學,02322009,文學系,D 日,M 碩士,4,2,-,5,-,1,5,4,-,-,-,-,-,-,-,-,10 嘉義縣,1 一般
1020,南華大學,02322009,文學系,D 日,B 學士,6,18,16,18,19,14,18,14,-,-,-,-,-,-,3,-,10 嘉義縣,1 一般
1020,南華大學,02322009,文學系,N 職,M 碩士,2,7,1,10,2,4,4,2,3,3,-,-,-,-,-,-,10 嘉義縣,1 一般
1020,南華大學,03122019,國際事務與企業學系公共政策研究碩士班,D 日,M 碩士,6,9,3,3,-,-,-,1,-,-,-,-,-,-,-,-,10 嘉義縣,1 一般
1020,南華大學,03122019,國際事務與企業學系亞太研究碩士班,D 日,M 碩士,2,13,3,5,2,-,3,-,-,-,-,-,-,-,-,-,10 嘉義縣,1 一般
1020,南華大學,03122019,國際事務與企業學系歐洲研究碩士班,D 日,M 碩士,7,2,2,1,5,3,3,-,-,-,-,-,-,-,-,-,10 嘉義縣,1 一般
1020,南華大學,03122019,國際事務與企業學系,D 日,B 學士,13,26,18,26,15,32,18,32,-,-,-,-,-,-,2,2,10 嘉義縣,1 一般
1020,南華大學,03141017,應用社會學系社會學碩士班,D 日,M 碩士,1,6,6,1,3,2,5,2,-,-,-,-,-,-,-,-,10 嘉義縣,1 一般
1020,南華大學,03141017,應用社會學系教育社會學碩士班,D 日,M 碩士,1,9,2,2,-,6,-,3,1,-,-,-,-,-,-,-,10 嘉義縣,1 一般
1020,南華大學,03141017,應用社會學系,D 日,B 學士,21,41,28,38,23,41,20,39,-,-,-,-,-,-,5,-,10 嘉義縣,1 一般
1020,南華大學,03211026,傳播學系,D 日,M 碩士,-,2,-,3,2,2,2,2,-,1,-,-,-,-,-,-,10 嘉義縣,1 一般
1020,南華大學,03211026,傳播學系,D 日,B 學士,7,29,21,29,18,43,17,33,-,-,-,-,-,-,4,4,10 嘉義縣,1 一般
1020,南華大學,04121031,財務金融學系財務管理碩士班,D 日,M 碩士,6,7,3,1,1,-,-,1,-,-,-,-,-,-,-,-,10 嘉義縣,1 一般
1020,南華大學,04121031,財務金融學系,D 日,B 學士,26,20,28,16,22,26,25,19,-,-,-,-,-,-,10,3,10 嘉義縣,1 一般
1020,南華大學,04121031,財務金融學系財務管理碩士在職專班,N 職,M 碩士,6,3,4,1,-,-,-,-,-,-,-,-,-,-,-,-,10 嘉義縣,1 一般
1020,南華大學,04131029,企業管理學系管理科學博士班,D 日,D 博士,5,8,3,-,7,2,-,-,2,2,3,-,-,-,-,-,10 嘉義縣,1 一般
1020,南華大學,04131029,企業管理學系非營利事業管理碩士班,D 日,M 碩士,-,-,-,1,-,-,-,1,-,-,-,-,-,-,-,-,10 嘉義縣,1 一般
